T0.0199999995529652,1.964949,-0.02315728,-0.009711205,-0.02596589,-0.0625,1.012451,0.002441406,-0.01575737,-0.3242423,0.2912802,0.991314,1.037159E-06,-8.336754E-05,-4.692789E-06,1,31,41,80,0 
T0.0399999991059303,2.953825,-0.0182705,-0.01581968,-0.01741403,-0.05273438,1.012207,0.001708984,-0.01583244,-0.3241444,0.2913099,0.9804381,0.0002381515,-0.0002229111,0.003069795,0.9999952,31,41,80,0.25 
T0.373333342373371,2.917239,-0.02804405,-0.008489511,-0.01497064,-0.06298828,1.016602,0.002685547,-0.01588915,-0.3239785,0.2911851,0.9729009,-1.223342E-05,0.0003686507,0.001624435,0.9999986,31,41,80,0.4375 
T0.443149238824844,2.916064,-0.02193558,-0.01704137,-0.01863573,-0.05639648,1.014648,0.0007324219,-0.01591715,-0.3238275,0.2909949,0.9592469,0.0004709529,0.0001987269,0.001957414,0.999998,31,41,80,0.578125 
T0.479729637503624,2.942916,-0.03048744,-0.002381038,-0.02107912,-0.05639648,1.012451,0.00390625,-0.01600853,-0.3238924,0.2908624,0.9558797,-0.0001871266,0.0003136971,0.002900182,0.9999958,31,41,80,0.6835938 
T0.489311037585139,2.895806,-0.02682236,-0.01459798,-0.01863573,-0.05493164,1.019531,-0.0004882813,-0.01598121,-0.3239859,0.2908764,0.9555653,0.0006253135,0.0003008739,0.003498015,0.9999937,31,41,80,0.7626953 
T0.501287937164307,2.910868,-0.01338372,-0.01215459,-0.02352251,-0.0546875,1.01416,0.002441406,-0.01592029,-0.3240423,0.2908883,0.9441096,0.0004479876,0.0002104468,0.003764288,0.9999928,31,41,80,0.8159311 
T0.512363037094474,2.929482,-0.01949219,-0.009711205,-0.02596589,-0.06103516,1.01416,-0.001708984,-0.01584791,-0.3239741,0.2907531,0.9462052,0.00122088,0.0001952412,0.001920726,0.9999974,31,41,80,0.8159311 
T0.524086236953735,2.938738,-0.0182705,0.003727434,-0.02107912,-0.05444336,1.013184,0.005371094,-0.01582052,-0.3241403,0.2907382,0.9500507,-0.0002109534,0.0001679475,0.002768972,0.9999961,31,41,80,0.8159311 
T0.545111136510968,2.9254,-0.02804405,-0.004824426,-0.01741403,-0.05664063,1.015381,0.008544922,-0.01578845,-0.3241295,0.2908626,0.953566,-0.002286694,-3.163249E-05,0.003198966,0.9999923,31,41,80,0.8159311 
T0.571472836658359,2.923121,-0.02682236,-0.006046122,-0.02107912,-0.05444336,1.014648,0.002929688,-0.01554411,-0.3239239,0.2908322,0.9514495,-0.001187858,-8.902187E-05,0.00355219,0.999993,31,41,80,0.8159311 
T0.60092163644731,2.934409,-0.02315728,-0.002381038,-0.0247442,-0.05419922,1.013672,0.006835938,-0.01550266,-0.3239069,0.2907715,0.9517596,-0.001450799,-0.0001826725,0.003949008,0.9999911,31,41,80,0.8159311 
T0.628592936322093,2.920786,-0.02926575,-0.01704137,-0.02107912,-0.05444336,1.015869,0.002685547,-0.01541263,-0.3238569,0.290743,0.9531494,-0.0008012627,-0.0003682571,0.003978745,0.9999917,31,41,80,0.8159311 
T0.655605336651206,2.894224,-0.02560067,-0.01215459,-0.01497064,-0.05493164,1.018066,0.004394531,-0.01549061,-0.3237402,0.2907586,0.9479911,-0.0006382707,-0.0005189641,0.003853787,0.9999923,31,41,80,0.8159311 
T0.683413736522198,2.910483,-0.01216203,6.235018E-05,-0.02352251,-0.05981445,1.014648,0.001708984,-0.01550409,-0.323833,0.2907967,0.9410292,-9.209352E-05,-0.0004663194,0.002296302,0.9999973,31,41,80,0.8159311 
T0.706834437325597,2.943574,-0.02193558,-0.01215459,-0.02352251,-0.06176758,1.011963,0.001708984,-0.01563339,-0.3239745,0.2908233,0.9448163,0.0003313861,-0.0005258807,0.0008101778,0.9999995,31,41,80,0.8159311 
T0.732474336400628,2.914646,-0.02071389,-0.02559323,-0.01619234,-0.0534668,1.017334,0.00390625,-0.01545077,-0.3240395,0.290846,0.9511321,-0.0002729817,-0.0008001513,0.002931225,0.9999954,31,41,80,0.8159311 
T0.759369436651468,2.905096,-0.02926575,-0.01215459,-0.03207437,-0.05737305,1.015869,0.002197266,-0.01551026,-0.3240902,0.2909363,0.9456177,-0.00013111,-0.0008919357,0.003156887,0.9999946,31,41,80,0.8159311 
T0.784548236057162,2.920191,-0.02315728,-0.0109329,-0.03329606,-0.05664063,1.014648,0.002441406,-0.01540713,-0.3241421,0.2908999,0.9437935,6.005657E-05,-0.0009729413,0.002781585,0.9999956,31,41,80,0.8159311 
T0.839782236143947,2.917357,-0.01094033,-0.009711205,-0.0247442,-0.05664063,1.015625,0.004882813,-0.01532374,-0.3240446,0.2908804,0.9455944,-0.0006492562,-0.001121617,0.002865834,0.9999951,31,41,80,0.8159311 
T0.911282433196902,2.919014,-0.02315728,-0.01459798,-0.01741403,-0.05737305,1.014893,0.002441406,-0.01541306,-0.3239926,0.2910528,0.94544,-0.0003357,-0.001377249,0.002683856,0.9999954,31,41,80,0.8159311 
T0.982397330924869,2.946612,-0.0182705,-0.009711205,-0.02230081,-0.05419922,1.011963,0.002197266,-0.01557949,-0.3239252,0.2909276,0.9484788,0.0001110665,-0.001318543,0.003442124,0.9999932,31,41,80,0.8159311 
T1.05194333009422,2.929637,-0.03537422,6.235018E-05,-0.01741403,-0.05883789,1.015381,0.002685547,-0.01559884,-0.3239116,0.2909472,0.9552122,-1.927234E-05,-0.0009364274,0.002635586,0.9999961,31,41,80,0.8159311 
T1.12223952822387,2.922662,-0.0170488,-0.01215459,-0.02352251,-0.05908203,1.014404,-0.0002441406,-0.0157001,-0.3238315,0.2908388,0.9527654,0.0008092615,-0.0009365385,0.001819343,0.9999976,31,41,80,0.8159311 
T1.19043852947652,2.919045,-0.02682236,-0.01459798,-0.02352251,-0.05395508,1.015625,0.0009765625,-0.01562746,-0.3238277,0.2908678,0.9511839,0.0009127617,-0.001031792,0.003254088,0.9999938,31,41,80,0.8159311 
T1.27032433263958,2.92106,-0.02315728,-0.01337629,-0.01863573,-0.05419922,1.014893,0,-0.01548165,-0.323859,0.2909272,0.9491081,0.001039787,-0.001079444,0.004049864,0.9999907,31,41,80,0.8159311 
T1.32816683314741,2.951134,-0.02926575,-0.01459798,-0.02230081,-0.05444336,1.011475,-0.0004882813,-0.01553597,-0.323978,0.2910375,0.9513332,0.00133386,-0.001150184,0.003938133,0.9999907,31,41,80,0.8159311 
T1.4000234361738,2.961724,-0.01949219,-0.007267816,-0.02107912,-0.06103516,1.011475,0.001220703,-0.01550723,-0.3239171,0.2909487,0.9604756,0.000935136,-0.001080998,0.001878335,0.9999973,31,41,80,0.8159311 
T1.46976093761623,2.944639,-0.02071389,-0.008489511,-0.01985742,-0.05224609,1.013916,0.001708984,-0.01554494,-0.3238904,0.2910634,0.9651479,0.0005093705,-0.001029876,0.003482013,0.9999933,31,41,80,0.8159311 
T1.54065713845193,2.959637,-0.02437897,0.00250574,-0.01863573,-0.06225586,1.010498,0.0004882813,-0.01566327,-0.3238667,0.29104,0.9649876,0.0007589679,-0.0005621236,0.001812679,0.9999979,31,41,80,0.8159311 
T1.61066693626344,2.942123,-0.03048744,-0.006046122,-0.02352251,-0.06152344,1.01416,0.002441406,-0.01552227,-0.3238871,0.2909707,0.9681093,0.0003423263,-0.0004045626,0.0004338475,0.9999998,31,41,80,0.8159311 
T1.68293163739145,2.901423,-0.02560067,-0.003602732,-0.01497064,-0.05932617,1.017578,0.002197266,-0.01548579,-0.3238428,0.2909974,0.9608572,0.0001001123,-0.0001491844,0.001249347,0.9999992,31,41,80,0.8159311 
T1.75051843933761,2.901012,-0.01949219,-0.009711205,-0.01252726,-0.05712891,1.016113,0.001708984,-0.01542211,-0.3238201,0.2909038,0.9486135,0.000274567,-0.0001312353,0.002267286,0.9999974,31,41,80,0.8159311 
